2471	4784	1
2471	4784	1
2471	4765	1
2471	4754	1
2471	4754	1
2471	4530	1
2471	4403	1
2471	4399	1
2471	4399	1
2471	4385	2
2471	4327	1
2471	4305	1
2471	4231	1
2471	4230	1
2471	4116	1
2471	4116	1
2471	4116	1
2471	4116	1
2471	4116	1
2471	4049	1
2471	4044	1
2471	4037	1
2471	3928	1
2471	3826	1
2471	3749	1
2471	3596	1
2471	3553	1
2471	3367	1
2471	3363	1
2471	3363	1
2471	3361	1
2471	3309	1
2975	4775	1
2975	4174	1
2003	4164	1
1335	3488	1
1335	3430	1
877	4746	4
877	4731	4
877	4661	4
877	4661	4
877	4655	4
877	4484	4
877	4473	4
877	4473	4
877	4425	4
877	4313	4
877	4313	4
877	4306	4
877	4290	4
877	4204	4
877	4201	4
877	4111	4
877	4102	4
877	4060	4
877	3706	4
877	3630	4
877	3630	4
877	3580	4
877	3490	4
877	3449	4
877	3418	4
877	3389	4
877	3383	4
877	3318	4
877	3279	4
2289	4627	0
2289	4627	1
2289	3583	2
2289	3583	2
2289	3468	0
2289	3468	2
1825	3516	1
1537	4796	4
292	4509	4
292	4290	4
292	4111	4
292	3479	4
2136	3587	0
2136	3587	1
2136	3587	1
2977	3776	1
2388	4349	1
2388	4349	1
2388	4349	3
2388	3968	1
2388	3968	3
2388	3835	1
2388	3835	3
1502	4810	4
1758	4677	4
1758	4290	4
1617	4731	4
1617	4677	4
1617	4111	4
1617	3389	4
879	4312	4
1211	4264	1
1211	3301	1
2744	4309	1
538	4796	4
538	4655	4
538	3418	4
538	3383	4
538	3378	4
538	3279	4
1573	4268	1
1573	4268	1
1764	3776	2
2354	4192	3
2942	4776	1
2942	4427	1
2942	4046	1
2942	3597	1
2942	3428	1
3150	4796	4
3150	3396	4
2440	4285	3
1312	4649	1
1312	3612	1
1475	4313	4
341	4677	4
341	4313	4
341	4111	4
341	3490	4
2036	4796	4
2036	4749	4
2036	4677	4
2036	4671	4
2036	4671	4
2036	4661	4
2036	4661	4
2036	4655	4
2036	4655	4
2036	4640	1
2036	4556	4
2036	4491	4
2036	4484	4
2036	4473	4
2036	4457	1
2036	4425	4
2036	4402	4
2036	4364	4
2036	4364	4
2036	4364	4
2036	4343	4
2036	4312	4
2036	4248	4
2036	4248	4
2036	4181	4
2036	4099	1
2036	4067	4
2036	4067	4
2036	3897	4
2036	3897	4
2036	3865	4
2036	3765	4
2036	3765	4
2036	3706	4
2036	3703	4
2036	3670	4
2036	3668	1
2036	3650	4
2036	3630	4
2036	3630	4
2036	3610	4
2036	3581	4
2036	3581	4
2036	3572	4
2036	3519	4
2036	3510	1
2036	3458	4
2036	3430	1
2036	3430	1
2036	3430	3
2036	3430	1
2036	3418	4
2036	3396	4
2036	3395	4
2036	3383	4
2036	3331	4
2036	3279	4
3192	3572	1
3192	3572	1
375	4172	1
1458	4810	4
1458	4796	4
1458	4586	4
1458	4111	4
1458	3383	4
1887	4190	1
1887	4190	1
1887	3907	1
1886	4190	1
1886	4190	1
1886	3907	1
1339	3919	1
1339	3919	3
1917	4554	2
104	4025	2
104	4025	2
104	3821	2
2078	4568	1
2097	4568	1
1374	3955	1
1374	3955	1
1374	3581	2
1682	4010	3
1682	3791	3
1682	3791	3
1000	4746	4
1000	4655	4
1000	3732	4
1000	3528	4
1000	3383	4
126	4451	1
126	4451	2
126	4451	1
126	4451	1
126	4451	1
126	4451	1
126	4451	3
126	4451	3
126	3996	1
126	3863	1
126	3863	2
126	3863	1
126	3863	1
126	3863	1
126	3863	1
126	3863	3
126	3863	3
126	3653	1
126	3629	1
126	3629	2
126	3581	1
126	3581	2
126	3500	1
