3021	4575	0
3345	8588	0
836	8599	0
1521	5449	0
607	6560	0
3573	5979	0
2824	5803	0
3657	8448	0
1344	8343	0
820	4077	0
3202	8032	0
1059	4874	0
1138	9007	0
880	6786	0
3152	7997	0
585	7575	0
3421	5951	0
2238	8545	0
3418	8297	0
1	7435	0
2713	8432	0
2238	8458	0
3173	8748	0
444	7266	0
3434	8489	0
3044	9047	0
1861	4567	0
1928	8016	0
3258	8214	0
1454	5289	0
1705	6250	0
3589	7918	0
1521	7789	0
986	8550	0
427	5414	0
1897	7527	0
1400	5997	0
2212	4182	0
3502	8811	0
538	9479	0
2932	8075	0
2419	7065	0
3572	9296	0
393	6011	0
3083	8233	0
2875	7214	0
2958	9508	0
3751	7283	0
1802	3792	0
1246	5654	0
820	4910	0
3312	9438	0
378	5293	0
1352	6958	0
365	8369	0
691	5641	0
3732	5145	0
885	8130	0
827	9176	0
2717	7275	0
3514	8186	0
1543	6356	0
1521	4456	0
1148	3932	0
2516	7969	0
2237	6666	0
1119	5421	0
1636	7526	0
1234	9495	0
2810	6199	0
1247	5524	0
927	4468	0
3594	9010	0
2022	9155	0
2109	5033	0
3050	8341	0
2956	8457	0
1812	4534	0
3670	6993	0
114	3806	0
2608	9462	0
2132	6964	0
775	9226	0
2914	5844	0
2045	5796	0
2482	7491	0
907	9509	0
3657	7228	0
2131	7408	0
2762	5942	0
2904	8181	0
389	6233	0
3342	6150	0
2452	8318	0
759	9108	0
2829	8842	0
3063	8006	0
1580	4601	0
1802	4238	0
1508	9195	0
3152	9424	0
3083	4645	0
2251	6466	0
1915	5474	0
2218	8809	0
2476	6455	0
1183	6586	0
1802	7258	0
3649	8600	0
893	7075	0
3133	7360	0
2892	6016	0
1621	6422	0
1897	8369	0
2674	4728	0
1915	5326	0
1521	4689	0
2657	4840	0
1636	4543	0
1916	6231	0
2019	5472	0
702	4785	0
2415	7415	0
1213	4041	0
1560	8865	0
4	4103	0
1708	8995	0
1567	9124	0
3503	4326	0
3570	9296	0
3705	8217	0
3090	5274	0
3019	6496	0
1964	8673	0
477	6344	0
2236	9500	0
3126	5145	0
2503	7516	0
2510	6016	0
2830	7457	0
3026	8983	0
1985	6945	0
2235	7560	0
2033	6128	0
79	5011	0
1618	7833	0
2598	3870	0
2509	6066	0
1325	4779	0
3110	9024	0
1636	4323	0
269	3871	0
3556	9393	0
3342	7841	0
3092	7991	0
2218	6017	0
2706	9039	0
2882	9483	0
1462	9175	0
2316	5533	0
